data,regiao,estado,categoria,vendedor,receita,qtd_itens,meta
2024-03-24,Sudeste,ES,Esportes & Lazer,Ana Silva,1195.59,2,1811.62
2024-03-24,Nordeste,MA,Esportes & Lazer,Fernanda Alves,116.97,1,133.36
2024-03-25,Nordeste,CE,Alimentos & Bebidas,Bruno Costa,246.76,2,212.35
2024-03-25,Sudeste,ES,Eletrônicos,Bruno Costa,371.37,3,537.79
2024-03-25,Nordeste,PE,Roupas & Calçados,Carlos Lima,78.68,6,84.69
2024-03-25,Sul,RS,Alimentos & Bebidas,Gustavo Pereira,85.55,5,95.41
2024-03-25,Norte,RO,Casa & Jardim,Ana Silva,286.5,4,244.92
2024-03-25,Sudeste,MG,Roupas & Calçados,Helena Martins,308.98,2,411.3
2024-03-25,Sul,PR,Esportes & Lazer,Carlos Lima,1068.27,1,1253.63
2024-03-25,Norte,RO,Roupas & Calçados,Bruno Costa,453.95,3,464.71
2024-03-25,Sul,PR,Eletrônicos,Eduardo Rocha,1609.03,3,2006.23
2024-03-25,Centro-Oeste,GO,Roupas & Calçados,Carlos Lima,329.63,3,351.76
2024-03-26,Sul,PR,Casa & Jardim,Bruno Costa,637.64,3,749.57
2024-03-26,Sudeste,SP,Alimentos & Bebidas,Helena Martins,150.62,6,165.57
2024-03-26,Nordeste,PE,Roupas & Calçados,Bruno Costa,154.93,4,173.46
2024-03-26,Centro-Oeste,DF,Alimentos & Bebidas,Fernanda Alves,122.96,4,110.18
2024-03-26,Sul,SC,Eletrônicos,Ana Silva,2280.38,3,3165.05
2024-03-26,Sul,RS,Eletrônicos,Eduardo Rocha,3160.61,2,4220.31
2024-03-26,Sul,PR,Roupas & Calçados,Diana Santos,447.71,3,574.09
2024-03-26,Sul,SC,Eletrônicos,Carlos Lima,3226.75,1,4342.7
2024-03-26,Centro-Oeste,MS,Casa & Jardim,Ana Silva,91.43,2,84.73
2024-03-26,Centro-Oeste,GO,Casa & Jardim,Carlos Lima,794.58,5,741.61
2024-03-26,Sudeste,ES,Casa & Jardim,Bruno Costa,768.8,2,1023.08
2024-03-27,Nordeste,CE,Roupas & Calçados,Diana Santos,55.27,6,61.8
2024-03-27,Sudeste,MG,Alimentos & Bebidas,Diana Santos,58.69,6,61.31
2024-03-27,Centro-Oeste,MS,Esportes & Lazer,Ana Silva,197.58,1,214.96
2024-03-27,Centro-Oeste,GO,Alimentos & Bebidas,Bruno Costa,99.69,2,84.66
2024-03-28,Sudeste,SP,Alimentos & Bebidas,Helena Martins,183.53,6,193.63
2024-03-28,Sudeste,RJ,Esportes & Lazer,Fernanda Alves,388.12,6,545.83
2024-03-28,Sul,PR,Casa & Jardim,Eduardo Rocha,423.17,6,515.44
2024-03-28,Sudeste,MG,Eletrônicos,Bruno Costa,416.08,3,653.37
2024-03-28,Norte,TO,Casa & Jardim,Ana Silva,740.49,2,748.96
2024-03-28,Sudeste,ES,Roupas & Calçados,Fernanda Alves,63.24,1,82.97
2024-03-28,Norte,TO,Roupas & Calçados,Fernanda Alves,43.31,3,44.26
2024-03-28,Nordeste,BA,Esportes & Lazer,Fernanda Alves,729.83,1,902.05
2024-03-28,Centro-Oeste,GO,Alimentos & Bebidas,Fernanda Alves,225.26,3,184.36
2024-03-28,Sudeste,MG,Eletrônicos,Gustavo Pereira,470.06,1,741.57
2024-03-28,Nordeste,BA,Casa & Jardim,Eduardo Rocha,81.02,4,81.92
2024-03-29,Nordeste,PE,Casa & Jardim,Ana Silva,794.18,6,773.99
2024-03-29,Sudeste,ES,Eletrônicos,Eduardo Rocha,2819.11,6,3873.01
2024-03-29,Nordeste,BA,Alimentos & Bebidas,Eduardo Rocha,146.3,5,140.31
2024-03-29,Nordeste,MA,Roupas & Calçados,Fernanda Alves,182.39,2,210.89
2024-03-29,Sudeste,RJ,Roupas & Calçados,Diana Santos,119.6,3,152.85
2024-03-29,Sudeste,SP,Esportes & Lazer,Eduardo Rocha,853.02,1,1239.74
2024-03-30,Sudeste,RJ,Eletrônicos,Ana Silva,233.49,5,327.49
2024-03-30,Sul,SC,Roupas & Calçados,Diana Santos,462.71,2,567.62
2024-03-30,Sudeste,RJ,Eletrônicos,Carlos Lima,931.72,6,1401.52
2024-03-30,Sudeste,RJ,Eletrônicos,Ana Silva,1355.84,2,2213.93
2024-03-30,Nordeste,BA,Casa & Jardim,Diana Santos,430.65,6,444.99
2024-03-30,Sul,SC,Esportes & Lazer,Diana Santos,433.91,5,537.99
2024-03-30,Nordeste,MA,Roupas & Calçados,Helena Martins,318.85,2,319.55
2024-03-30,Nordeste,BA,Roupas & Calçados,Bruno Costa,347.63,4,396.09
2024-03-30,Nordeste,BA,Roupas & Calçados,Fernanda Alves,306.8,3,343.36
2024-03-30,Nordeste,MA,Casa & Jardim,Ana Silva,644.7,3,629.63
2024-03-30,Sul,SC,Eletrônicos,Fernanda Alves,2949.18,3,4186.17
2024-03-30,Sudeste,SP,Eletrônicos,Helena Martins,1966.57,1,2715.09
2024-03-30,Centro-Oeste,MS,Casa & Jardim,Fernanda Alves,736.87,2,736.38
2024-03-30,Nordeste,PE,Esportes & Lazer,Gustavo Pereira,483.84,2,557.88
2024-03-30,Norte,PA,Casa & Jardim,Eduardo Rocha,539.4,1,492.97
2024-03-30,Sudeste,SP,Esportes & Lazer,Helena Martins,802.21,6,1206.61
2024-03-31,Sudeste,RJ,Alimentos & Bebidas,Gustavo Pereira,25.55,1,26.6
2024-03-31,Centro-Oeste,GO,Casa & Jardim,Fernanda Alves,449.82,2,466.89
2024-03-31,Sul,RS,Eletrônicos,Diana Santos,748.61,1,963.98
2024-03-31,Sudeste,RJ,Roupas & Calçados,Fernanda Alves,430.09,2,592.67
2024-03-31,Sul,PR,Casa & Jardim,Bruno Costa,446.78,1,512.81
2024-04-01,Sul,PR,Esportes & Lazer,Bruno Costa,158.69,6,186.15
2024-04-01,Sudeste,MG,Alimentos & Bebidas,Bruno Costa,246.66,3,296.78
2024-04-01,Sudeste,ES,Roupas & Calçados,Eduardo Rocha,303.08,1,383.94
2024-04-01,Sudeste,SP,Roupas & Calçados,Diana Santos,382.86,1,516.49
2024-04-01,Sudeste,SP,Alimentos & Bebidas,Ana Silva,184.42,4,219.16
2024-04-01,Centro-Oeste,DF,Roupas & Calçados,Eduardo Rocha,498.19,3,485.07
2024-04-01,Sudeste,SP,Roupas & Calçados,Ana Silva,223.99,5,283.18
2024-04-01,Nordeste,PE,Alimentos & Bebidas,Gustavo Pereira,152.27,2,145.08
2024-04-02,Sudeste,ES,Casa & Jardim,Helena Martins,793.54,1,1081.05
2024-04-02,Sudeste,SP,Eletrônicos,Diana Santos,844.06,4,1206.47
2024-04-02,Sul,SC,Esportes & Lazer,Helena Martins,841.92,1,1114.97
2024-04-02,Centro-Oeste,DF,Casa & Jardim,Diana Santos,497.44,2,508.44
2024-04-02,Sul,PR,Eletrônicos,Carlos Lima,3042.86,4,4179.33
2024-04-02,Nordeste,PE,Casa & Jardim,Carlos Lima,719.12,5,689.84
2024-04-02,Sudeste,SP,Alimentos & Bebidas,Eduardo Rocha,189.14,1,232.89
2024-04-02,Sudeste,RJ,Eletrônicos,Bruno Costa,837.02,5,1261.22
2024-04-02,Centro-Oeste,MS,Alimentos & Bebidas,Helena Martins,82.32,5,70.82
2024-04-02,Sul,RS,Casa & Jardim,Eduardo Rocha,366.67,4,400.07
2024-04-02,Sudeste,SP,Esportes & Lazer,Helena Martins,837.04,3,1258.59
2024-04-03,Nordeste,BA,Esportes & Lazer,Fernanda Alves,966.52,1,1217.74
2024-04-03,Sul,RS,Roupas & Calçados,Gustavo Pereira,410.86,4,532.07
2024-04-03,Sudeste,ES,Roupas & Calçados,Diana Santos,248.64,5,305.55
2024-04-03,Centro-Oeste,DF,Casa & Jardim,Ana Silva,348.66,4,316.32
2024-04-03,Norte,RO,Casa & Jardim,Fernanda Alves,169.27,4,146.37
2024-04-03,Nordeste,PE,Eletrônicos,Eduardo Rocha,880.15,1,1039.68
2024-04-03,Sudeste,SP,Esportes & Lazer,Diana Santos,340.87,3,481.18
2024-04-03,Sudeste,RJ,Roupas & Calçados,Helena Martins,83.06,3,103.83
2024-04-03,Sudeste,SP,Alimentos & Bebidas,Gustavo Pereira,206.54,3,251.8
2024-04-03,Nordeste,PE,Casa & Jardim,Helena Martins,215.04,4,244.29
2024-04-04,Sudeste,ES,Casa & Jardim,Helena Martins,746.68,4,877.18
2024-04-04,Norte,TO,Eletrônicos,Gustavo Pereira,1899.26,2,2226.44
2024-04-04,Nordeste,MA,Esportes & Lazer,Helena Martins,338.34,1,419.94
2024-04-05,Sudeste,MG,Eletrônicos,Diana Santos,3349.47,5,5478.37
2024-04-05,Sudeste,SP,Esportes & Lazer,Helena Martins,925.17,1,1303.56
2024-04-05,Sudeste,MG,Alimentos & Bebidas,Helena Martins,159.73,4,171.85
2024-04-05,Sudeste,ES,Roupas & Calçados,Ana Silva,402.69,6,511.31
2024-04-05,Sudeste,ES,Esportes & Lazer,Gustavo Pereira,136.75,1,189.64
2024-04-05,Sudeste,RJ,Casa & Jardim,Ana Silva,576.63,2,730.05
2024-04-05,Sul,SC,Alimentos & Bebidas,Eduardo Rocha,29.63,5,31.48
2024-04-05,Sul,PR,Eletrônicos,Helena Martins,1426.01,6,1892.48
2024-04-05,Nordeste,CE,Eletrônicos,Eduardo Rocha,2999.14,3,3998.76
2024-04-06,Sudeste,MG,Esportes & Lazer,Carlos Lima,545.74,2,745.22
2024-04-06,Nordeste,MA,Roupas & Calçados,Gustavo Pereira,344.96,1,366.04
2024-04-06,Sudeste,MG,Roupas & Calçados,Carlos Lima,467.57,3,650.2
2024-04-06,Sul,RS,Casa & Jardim,Gustavo Pereira,546.1,5,570.11
2024-04-06,Sudeste,ES,Roupas & Calçados,Helena Martins,350.52,4,505.32
2024-04-06,Sul,RS,Alimentos & Bebidas,Carlos Lima,82.84,4,94.75
2024-04-06,Sudeste,ES,Roupas & Calçados,Ana Silva,306.89,4,442.98
2024-04-07,Sudeste,SP,Roupas & Calçados,Carlos Lima,251.27,6,342.73
2024-04-07,Sudeste,MG,Alimentos & Bebidas,Bruno Costa,188.15,4,228.51
2024-04-07,Sudeste,MG,Casa & Jardim,Ana Silva,173.24,6,232.83
2024-04-07,Sudeste,MG,Eletrônicos,Eduardo Rocha,3340.98,4,4670.08
2024-04-07,Nordeste,PE,Esportes & Lazer,Gustavo Pereira,55.78,6,62.03
2024-04-07,Sul,SC,Eletrônicos,Ana Silva,792.82,1,1053.73
2024-04-08,Sudeste,SP,Alimentos & Bebidas,Eduardo Rocha,24.47,4,26.28
2024-04-08,Nordeste,MA,Alimentos & Bebidas,Bruno Costa,90.11,2,83.29
2024-04-08,Sul,RS,Roupas & Calçados,Eduardo Rocha,110.66,3,132.12
2024-04-08,Sudeste,MG,Eletrônicos,Ana Silva,567.43,5,877.59
2024-04-08,Sudeste,RJ,Roupas & Calçados,Diana Santos,162.57,3,232.88
2024-04-08,Sul,PR,Esportes & Lazer,Eduardo Rocha,974.87,2,1290.23
2024-04-08,Centro-Oeste,MS,Roupas & Calçados,Carlos Lima,140.86,1,156.69
2024-04-08,Centro-Oeste,MT,Alimentos & Bebidas,Diana Santos,156.73,1,136.17
2024-04-08,Sudeste,SP,Eletrônicos,Eduardo Rocha,2719.73,2,3989.32
2024-04-08,Nordeste,MA,Esportes & Lazer,Helena Martins,558.36,3,624.28
2024-04-08,Nordeste,CE,Roupas & Calçados,Eduardo Rocha,344.64,2,365.57
2024-04-09,Norte,PA,Eletrônicos,Diana Santos,523.95,3,632.85
2024-04-09,Centro-Oeste,MS,Alimentos & Bebidas,Gustavo Pereira,192.79,6,181.02
2024-04-09,Norte,RO,Eletrônicos,Fernanda Alves,2162.63,2,2442.19
2024-04-09,Norte,RO,Alimentos & Bebidas,Fernanda Alves,84.82,6,75.91
2024-04-09,Norte,TO,Roupas & Calçados,Bruno Costa,278.59,3,250.04
2024-04-09,Nordeste,MA,Roupas & Calçados,Ana Silva,389.41,6,404.34
2024-04-09,Centro-Oeste,GO,Roupas & Calçados,Bruno Costa,299.52,2,298.82
2024-04-09,Nordeste,PE,Roupas & Calçados,Gustavo Pereira,318.93,4,339.76
2024-04-10,Sudeste,SP,Roupas & Calçados,Bruno Costa,478.32,6,569.23
2024-04-10,Sul,SC,Eletrônicos,Diana Santos,2670.6,5,3792.01
2024-04-10,Nordeste,MA,Eletrônicos,Helena Martins,1729.12,4,2203.57
2024-04-10,Sul,SC,Casa & Jardim,Ana Silva,159.62,5,181.22
2024-04-10,Sudeste,SP,Roupas & Calçados,Diana Santos,453.78,5,564.1
2024-04-10,Sudeste,RJ,Alimentos & Bebidas,Diana Santos,110.72,5,122.53
2024-04-10,Sudeste,ES,Alimentos & Bebidas,Bruno Costa,210.01,6,216.02
2024-04-10,Nordeste,MA,Alimentos & Bebidas,Bruno Costa,58.0,4,58.25
2024-04-10,Norte,TO,Alimentos & Bebidas,Carlos Lima,221.83,6,182.23
2024-04-10,Sudeste,SP,Alimentos & Bebidas,Eduardo Rocha,193.19,6,225.69
2024-04-10,Sul,PR,Alimentos & Bebidas,Diana Santos,151.43,1,161.08
2024-04-11,Sudeste,ES,Esportes & Lazer,Diana Santos,1083.4,6,1543.4
2024-04-11,Sul,PR,Alimentos & Bebidas,Eduardo Rocha,89.86,2,85.76
2024-04-11,Nordeste,PE,Alimentos & Bebidas,Bruno Costa,196.96,6,171.65
2024-04-11,Sudeste,RJ,Casa & Jardim,Carlos Lima,299.64,4,411.33
2024-04-11,Nordeste,MA,Alimentos & Bebidas,Gustavo Pereira,183.65,1,159.86
2024-04-11,Sudeste,RJ,Esportes & Lazer,Helena Martins,738.15,2,1082.14
2024-04-11,Sudeste,MG,Casa & Jardim,Bruno Costa,299.18,4,412.12
2024-04-11,Sudeste,MG,Casa & Jardim,Fernanda Alves,619.32,4,820.89
2024-04-12,Sudeste,RJ,Esportes & Lazer,Diana Santos,139.64,5,178.69
2024-04-12,Norte,PA,Eletrônicos,Carlos Lima,1834.35,2,2075.24
2024-04-12,Sul,SC,Eletrônicos,Diana Santos,855.59,4,1264.53
2024-04-12,Centro-Oeste,GO,Esportes & Lazer,Eduardo Rocha,654.31,6,783.46
2024-04-12,Sudeste,MG,Alimentos & Bebidas,Fernanda Alves,195.09,3,235.16
2024-04-12,Nordeste,PE,Alimentos & Bebidas,Bruno Costa,202.92,3,174.16
2024-04-12,Nordeste,PE,Alimentos & Bebidas,Eduardo Rocha,147.16,5,147.1
2024-04-13,Sudeste,MG,Roupas & Calçados,Gustavo Pereira,114.35,1,148.58
2024-04-13,Sudeste,RJ,Eletrônicos,Ana Silva,443.39,4,689.09
2024-04-13,Sudeste,MG,Esportes & Lazer,Helena Martins,537.55,1,682.96
2024-04-13,Sudeste,SP,Esportes & Lazer,Eduardo Rocha,363.98,2,498.12
2024-04-13,Centro-Oeste,MS,Eletrônicos,Ana Silva,931.04,3,1124.65
2024-04-13,Sudeste,SP,Esportes & Lazer,Carlos Lima,779.19,4,1030.61
2024-04-13,Norte,PA,Alimentos & Bebidas,Gustavo Pereira,147.81,3,127.47
2024-04-13,Centro-Oeste,MT,Roupas & Calçados,Fernanda Alves,411.85,5,416.93
2024-04-14,Sudeste,ES,Roupas & Calçados,Fernanda Alves,209.36,5,295.61
2024-04-14,Sudeste,RJ,Eletrônicos,Eduardo Rocha,3188.36,2,4717.21
2024-04-14,Sul,SC,Casa & Jardim,Helena Martins,220.72,3,243.25
2024-04-14,Sudeste,ES,Casa & Jardim,Bruno Costa,457.4,4,571.3
2024-04-14,Centro-Oeste,DF,Eletrônicos,Eduardo Rocha,3173.15,3,3911.37
2024-04-14,Sudeste,SP,Roupas & Calçados,Ana Silva,408.82,6,497.18
2024-04-14,Sudeste,RJ,Casa & Jardim,Ana Silva,683.21,2,822.79
2024-04-14,Nordeste,MA,Casa & Jardim,Helena Martins,147.94,1,163.59
2024-04-14,Norte,PA,Eletrônicos,Diana Santos,2247.96,4,2441.95
2024-04-14,Sudeste,SP,Roupas & Calçados,Ana Silva,336.61,5,474.29
2024-04-14,Sudeste,ES,Eletrônicos,Diana Santos,1134.62,5,1635.35
2024-04-15,Centro-Oeste,DF,Roupas & Calçados,Helena Martins,386.47,4,403.73
2024-04-15,Sul,SC,Alimentos & Bebidas,Helena Martins,34.46,1,33.77
2024-04-15,Nordeste,MA,Eletrônicos,Diana Santos,3227.41,5,4394.89
2024-04-15,Sudeste,ES,Roupas & Calçados,Eduardo Rocha,370.39,3,484.67
2024-04-15,Sudeste,RJ,Alimentos & Bebidas,Eduardo Rocha,168.72,5,198.53
2024-04-15,Sudeste,RJ,Casa & Jardim,Fernanda Alves,282.64,3,366.89
2024-04-16,Sudeste,RJ,Eletrônicos,Eduardo Rocha,715.18,1,1080.68
2024-04-16,Nordeste,CE,Alimentos & Bebidas,Helena Martins,76.54,3,69.8
2024-04-16,Nordeste,MA,Eletrônicos,Diana Santos,1831.05,4,2506.79
2024-04-16,Norte,PA,Alimentos & Bebidas,Carlos Lima,48.3,1,40.95
2024-04-16,Sudeste,SP,Roupas & Calçados,Bruno Costa,140.48,2,191.33
2024-04-17,Sul,RS,Roupas & Calçados,Fernanda Alves,445.24,1,530.14
2024-04-17,Sudeste,RJ,Esportes & Lazer,Ana Silva,562.85,5,793.86
2024-04-17,Sul,RS,Roupas & Calçados,Fernanda Alves,75.34,1,82.17
2024-04-17,Norte,AM,Alimentos & Bebidas,Eduardo Rocha,159.47,4,144.51
2024-04-17,Sudeste,RJ,Alimentos & Bebidas,Ana Silva,79.17,5,83.63
2024-04-17,Sudeste,RJ,Esportes & Lazer,Helena Martins,370.47,5,525.23
2024-04-17,Nordeste,BA,Roupas & Calçados,Gustavo Pereira,389.09,6,453.98
2024-04-17,Sudeste,ES,Casa & Jardim,Carlos Lima,439.63,1,520.66
2024-04-17,Sudeste,RJ,Alimentos & Bebidas,Diana Santos,230.67,4,274.5
2024-04-17,Sudeste,RJ,Casa & Jardim,Bruno Costa,594.29,3,770.66
2024-04-17,Centro-Oeste,MS,Esportes & Lazer,Fernanda Alves,233.88,4,232.32
2024-04-17,Sudeste,MG,Roupas & Calçados,Ana Silva,424.66,4,605.51
2024-04-17,Nordeste,CE,Alimentos & Bebidas,Bruno Costa,25.06,3,22.52
2024-04-17,Sul,PR,Esportes & Lazer,Fernanda Alves,745.85,6,874.64
2024-04-17,Nordeste,MA,Casa & Jardim,Ana Silva,306.3,1,329.12
2024-04-17,Sul,RS,Roupas & Calçados,Diana Santos,327.36,5,368.98
2024-04-17,Norte,PA,Roupas & Calçados,Helena Martins,215.11,2,215.34
2024-04-17,Sudeste,SP,Casa & Jardim,Helena Martins,169.6,3,217.46
2024-04-18,Sul,RS,Eletrônicos,Eduardo Rocha,1206.18,2,1797.79
2024-04-18,Sudeste,SP,Esportes & Lazer,Bruno Costa,1168.05,1,1726.19
2024-04-18,Sudeste,MG,Esportes & Lazer,Ana Silva,1021.09,4,1290.38
2024-04-18,Nordeste,CE,Roupas & Calçados,Gustavo Pereira,341.23,3,350.06
2024-04-18,Sudeste,SP,Roupas & Calçados,Ana Silva,425.32,2,557.39
2024-04-18,Sudeste,RJ,Eletrônicos,Helena Martins,620.15,6,847.05
2024-04-18,Sudeste,RJ,Casa & Jardim,Bruno Costa,132.05,6,174.99
2024-04-18,Nordeste,BA,Esportes & Lazer,Carlos Lima,1136.71,3,1232.96
2024-04-18,Centro-Oeste,DF,Eletrônicos,Gustavo Pereira,192.4,3,234.22
2024-04-19,Norte,RO,Esportes & Lazer,Helena Martins,831.95,3,759.79
2024-04-19,Sudeste,RJ,Eletrônicos,Bruno Costa,711.19,6,1090.52
2024-04-19,Sudeste,RJ,Eletrônicos,Eduardo Rocha,3394.56,4,5448.05
2024-04-19,Sudeste,RJ,Esportes & Lazer,Ana Silva,1078.04,4,1487.93
2024-04-19,Norte,AM,Eletrônicos,Eduardo Rocha,1422.09,5,1458.41
2024-04-19,Sudeste,RJ,Alimentos & Bebidas,Fernanda Alves,55.7,1,58.91
2024-04-19,Sul,SC,Alimentos & Bebidas,Fernanda Alves,23.04,3,23.16
2024-04-19,Centro-Oeste,MT,Esportes & Lazer,Ana Silva,811.73,5,800.18
2024-04-19,Sul,PR,Esportes & Lazer,Gustavo Pereira,143.37,5,173.51
2024-04-19,Sudeste,SP,Eletrônicos,Gustavo Pereira,976.84,2,1516.25
2024-04-20,Sudeste,MG,Roupas & Calçados,Fernanda Alves,476.02,5,679.38
2024-04-20,Sudeste,SP,Esportes & Lazer,Fernanda Alves,252.78,2,316.44
2024-04-20,Sudeste,MG,Esportes & Lazer,Eduardo Rocha,780.83,6,1121.79
2024-04-20,Sudeste,RJ,Casa & Jardim,Ana Silva,799.04,6,953.84
2024-04-20,Nordeste,CE,Esportes & Lazer,Gustavo Pereira,411.01,6,428.42
2024-04-20,Nordeste,CE,Roupas & Calçados,Ana Silva,263.55,3,266.53
2024-04-20,Sudeste,MG,Alimentos & Bebidas,Carlos Lima,152.8,1,190.73
2024-04-20,Nordeste,PE,Eletrônicos,Helena Martins,2426.01,3,3120.4
2024-04-20,Centro-Oeste,GO,Roupas & Calçados,Diana Santos,482.4,5,499.43
2024-04-20,Sul,RS,Roupas & Calçados,Fernanda Alves,312.21,4,359.7
2024-04-20,Sudeste,ES,Roupas & Calçados,Bruno Costa,321.18,2,404.67
2024-04-21,Nordeste,BA,Casa & Jardim,Ana Silva,527.83,5,530.2
2024-04-21,Sudeste,SP,Esportes & Lazer,Eduardo Rocha,643.34,4,813.97
2024-04-21,Sul,SC,Esportes & Lazer,Bruno Costa,790.75,2,1029.41
2024-04-21,Sudeste,RJ,Casa & Jardim,Gustavo Pereira,408.12,2,507.13
2024-04-21,Sudeste,MG,Eletrônicos,Ana Silva,2519.75,5,3518.29
2024-04-21,Sul,PR,Roupas & Calçados,Gustavo Pereira,184.47,2,222.95
2024-04-21,Centro-Oeste,DF,Alimentos & Bebidas,Ana Silva,150.97,4,137.83
2024-04-21,Nordeste,PE,Alimentos & Bebidas,Gustavo Pereira,164.1,3,169.26
2024-04-21,Nordeste,CE,Alimentos & Bebidas,Helena Martins,81.03,5,77.73
2024-04-22,Sul,RS,Esportes & Lazer,Ana Silva,514.04,3,714.71
2024-04-22,Sudeste,ES,Esportes & Lazer,Helena Martins,317.38,2,472.57
2024-04-22,Sudeste,MG,Esportes & Lazer,Gustavo Pereira,580.68,3,789.5
2024-04-22,Sudeste,SP,Casa & Jardim,Helena Martins,250.53,3,341.9
2024-04-22,Sudeste,MG,Roupas & Calçados,Ana Silva,186.78,2,268.84
2024-04-22,Sudeste,MG,Casa & Jardim,Eduardo Rocha,392.38,1,465.2
2024-04-22,Sudeste,SP,Eletrônicos,Eduardo Rocha,1696.39,4,2653.37
2024-04-22,Norte,RO,Casa & Jardim,Ana Silva,350.09,3,326.46
2024-04-23,Sudeste,ES,Roupas & Calçados,Gustavo Pereira,287.75,1,370.41
2024-04-23,Sudeste,ES,Alimentos & Bebidas,Fernanda Alves,248.85,1,284.19
2024-04-23,Nordeste,MA,Casa & Jardim,Diana Santos,414.74,5,414.24
2024-04-23,Sudeste,SP,Eletrônicos,Ana Silva,498.82,1,701.93
2024-04-23,Nordeste,MA,Casa & Jardim,Carlos Lima,408.9,5,400.61
2024-04-23,Centro-Oeste,MT,Roupas & Calçados,Eduardo Rocha,411.89,6,451.93
2024-04-24,Centro-Oeste,MT,Casa & Jardim,Bruno Costa,646.1,2,701.03
2024-04-24,Nordeste,PE,Alimentos & Bebidas,Carlos Lima,241.73,1,229.81
2024-04-24,Nordeste,BA,Eletrônicos,Diana Santos,1387.24,2,1583.47
2024-04-24,Nordeste,BA,Roupas & Calçados,Fernanda Alves,157.67,2,174.71
2024-04-24,Sul,RS,Esportes & Lazer,Eduardo Rocha,405.32,4,509.9
2024-04-24,Centro-Oeste,DF,Roupas & Calçados,Diana Santos,260.2,5,291.08
2024-04-24,Nordeste,CE,Alimentos & Bebidas,Eduardo Rocha,55.95,6,52.59
2024-04-25,Norte,RO,Eletrônicos,Eduardo Rocha,3223.32,5,3616.83
2024-04-25,Sudeste,MG,Casa & Jardim,Helena Martins,324.97,6,399.65
2024-04-25,Sudeste,SP,Roupas & Calçados,Ana Silva,454.5,4,549.75
2024-04-25,Nordeste,CE,Alimentos & Bebidas,Bruno Costa,114.57,2,119.58
2024-04-25,Sudeste,RJ,Casa & Jardim,Ana Silva,480.22,3,630.29
2024-04-25,Centro-Oeste,DF,Alimentos & Bebidas,Helena Martins,70.23,5,59.78
2024-04-25,Nordeste,MA,Alimentos & Bebidas,Eduardo Rocha,186.62,2,186.46
2024-04-25,Nordeste,MA,Esportes & Lazer,Eduardo Rocha,420.67,3,467.55
2024-04-25,Sudeste,RJ,Eletrônicos,Fernanda Alves,2307.39,2,3511.54
2024-04-25,Sul,PR,Alimentos & Bebidas,Ana Silva,111.37,4,110.91
2024-04-25,Sudeste,ES,Roupas & Calçados,Helena Martins,197.11,1,279.92
2024-04-26,Sul,SC,Eletrônicos,Ana Silva,801.46,6,1173.37
2024-04-26,Centro-Oeste,GO,Esportes & Lazer,Diana Santos,378.57,2,411.12
2024-04-26,Centro-Oeste,MS,Eletrônicos,Ana Silva,992.53,5,1248.45
2024-04-26,Centro-Oeste,GO,Roupas & Calçados,Eduardo Rocha,198.8,3,195.45
2024-04-26,Sudeste,ES,Casa & Jardim,Diana Santos,427.32,4,529.83
2024-04-26,Sudeste,MG,Eletrônicos,Gustavo Pereira,2806.31,6,4340.26
2024-04-26,Nordeste,BA,Casa & Jardim,Eduardo Rocha,469.56,1,447.5
2024-04-26,Sudeste,MG,Esportes & Lazer,Fernanda Alves,143.25,5,209.8
2024-04-26,Sudeste,ES,Roupas & Calçados,Fernanda Alves,420.42,2,579.79
2024-04-26,Nordeste,PE,Roupas & Calçados,Helena Martins,174.0,1,202.87
2024-04-27,Nordeste,PE,Casa & Jardim,Carlos Lima,487.64,6,477.63
2024-04-27,Sudeste,RJ,Casa & Jardim,Ana Silva,673.23,6,870.97
2024-04-27,Centro-Oeste,GO,Esportes & Lazer,Gustavo Pereira,1000.47,6,1071.43
2024-04-27,Sul,PR,Esportes & Lazer,Diana Santos,798.85,4,992.91
2024-04-27,Sudeste,ES,Eletrônicos,Carlos Lima,2133.11,4,3119.91
2024-04-27,Nordeste,MA,Eletrônicos,Gustavo Pereira,966.97,3,1171.49
2024-04-27,Sudeste,MG,Alimentos & Bebidas,Carlos Lima,113.38,2,117.11
2024-04-27,Sul,RS,Casa & Jardim,Diana Santos,264.05,3,295.42
2024-04-27,Nordeste,BA,Alimentos & Bebidas,Fernanda Alves,81.46,6,71.86
2024-04-27,Sudeste,MG,Casa & Jardim,Fernanda Alves,344.67,5,458.79
2024-04-27,Centro-Oeste,GO,Eletrônicos,Ana Silva,701.65,2,827.06
2024-04-27,Nordeste,PE,Alimentos & Bebidas,Fernanda Alves,113.44,6,117.85
2024-04-28,Norte,RO,Esportes & Lazer,Ana Silva,559.74,4,563.07
2024-04-28,Sul,RS,Roupas & Calçados,Diana Santos,297.0,3,365.39
2024-04-28,Nordeste,CE,Esportes & Lazer,Eduardo Rocha,198.31,3,240.01
2024-04-28,Centro-Oeste,GO,Roupas & Calçados,Bruno Costa,249.41,4,240.42
2024-04-28,Sudeste,MG,Alimentos & Bebidas,Helena Martins,173.72,5,211.16
2024-04-28,Sul,PR,Casa & Jardim,Gustavo Pereira,560.91,6,619.45
2024-04-28,Centro-Oeste,GO,Casa & Jardim,Eduardo Rocha,700.01,6,749.55
2024-04-29,Nordeste,PE,Esportes & Lazer,Bruno Costa,954.17,2,1186.66
2024-04-29,Sul,RS,Eletrônicos,Eduardo Rocha,3408.28,3,5118.24
